,Entity,Year,Percentage of Individuals using the Internet (ICT),Mobile cellular subscriptions
1394,Estonia,1992,,0.164001155
1395,Estonia,1993,,0.484397233
1396,Estonia,1994,,0.9435351670000001
1397,Estonia,1995,,2.12493964
1398,Estonia,1996,,4.920277348
1399,Estonia,1997,,10.32159425
1400,Estonia,1998,,17.82710022
1401,Estonia,1999,,28.13023353
1402,Estonia,2000,28.58,40.77249606
1403,Estonia,2001,31.53,48.00416351
1404,Estonia,2002,41.52,65.37189261
1405,Estonia,2003,45.32,78.40820096
1406,Estonia,2004,53.2,94.27919527
1407,Estonia,2005,61.45,109.0700258
1408,Estonia,2006,63.51,125.7645616
1409,Estonia,2007,66.19,128.07861780000002
1410,Estonia,2008,70.58,124.21100039999999
1411,Estonia,2009,72.5,120.5357013
1412,Estonia,2010,74.1,127.28278759999999
1413,Estonia,2011,76.5,143.9260625
1414,Estonia,2012,78.39,160.4107755
1415,Estonia,2013,79.4,159.6607033
1416,Ethiopia,1990,,0.0
1417,Ethiopia,1991,,0.0
1418,Ethiopia,1992,,0.0
1419,Ethiopia,1993,,0.0
1420,Ethiopia,1994,,0.0
1421,Ethiopia,1995,,0.0
1422,Ethiopia,1996,,0.0
1423,Ethiopia,1997,,0.0
1424,Ethiopia,1998,,0.0
1425,Ethiopia,1999,,0.01050517
1426,Ethiopia,2000,0.02,0.026894684
1427,Ethiopia,2001,0.04,0.040466846
1428,Ethiopia,2002,0.07,0.072008853
1429,Ethiopia,2003,0.11,0.071293566
1430,Ethiopia,2004,0.16,0.209993373
1431,Ethiopia,2005,0.22,0.539116292
1432,Ethiopia,2006,0.31,1.107028759
1433,Ethiopia,2007,0.37,1.5023463
1434,Ethiopia,2008,0.45,2.36564857
1435,Ethiopia,2009,0.54,4.775809745
1436,Ethiopia,2010,0.75,7.869542322999999
1437,Ethiopia,2011,1.1,15.80285822
1438,Ethiopia,2012,1.48,22.37451927
1439,Ethiopia,2013,1.9,27.25468539
1440,Faeroe Islands,1990,,0.0
1441,Faeroe Islands,1991,,3.008674415
1442,Faeroe Islands,1992,,3.6882782310000004
1443,Faeroe Islands,1993,,3.52654245
1444,Faeroe Islands,1994,,4.393732207
1445,Faeroe Islands,1995,,5.800585047
1446,Faeroe Islands,1996,,7.410685914
1447,Faeroe Islands,1997,,10.584738699999999
1448,Faeroe Islands,1998,,14.46392897
1449,Faeroe Islands,1999,,23.50179086
1450,Faeroe Islands,2000,32.92,36.50383945
1451,Faeroe Islands,2001,43.25,51.95077968
1452,Faeroe Islands,2002,53.3,72.74612049999999
1453,Faeroe Islands,2003,58.91,78.71574066
1454,Faeroe Islands,2004,66.53,84.65827559
1455,Faeroe Islands,2005,67.9,85.50562483
1456,Faeroe Islands,2006,69.36,101.1150686
1457,Faeroe Islands,2007,75.98,105.2770715
1458,Faeroe Islands,2008,75.57,110.6026088
1459,Faeroe Islands,2009,75.18,114.9052419
1460,Faeroe Islands,2010,75.2,119.89673459999999
1461,Faeroe Islands,2011,80.73,118.0097274
1462,Faeroe Islands,2012,85.34,118.6159253
1463,Faeroe Islands,2013,90.0,120.68163899999999
1464,Fiji,1990,,0.0
1465,Fiji,1991,,0.0
1466,Fiji,1992,,0.0
1467,Fiji,1993,,0.0
1468,Fiji,1994,,0.143666151
1469,Fiji,1995,,0.28365612100000004
1470,Fiji,1996,,0.471549627
1471,Fiji,1997,,0.6556566779999999
1472,Fiji,1998,,0.9992305920000001
1473,Fiji,1999,,2.897663403
1474,Fiji,2000,1.5,6.783367646
1475,Fiji,2001,1.86,9.934086167
1476,Fiji,2002,6.15,11.01395796
1477,Fiji,2003,6.73,13.44576273
1478,Fiji,2004,7.41,17.36152235
1479,Fiji,2005,8.45,24.92449701
1480,Fiji,2006,9.6,34.37685675
1481,Fiji,2007,10.9,63.44901555
1482,Fiji,2008,13.0,71.10259987
1483,Fiji,2009,17.0,75.07516314
1484,Fiji,2010,20.0,81.10077287
1485,Fiji,2011,28.0,83.76338399
1486,Fiji,2012,33.74,98.17854865
1487,Fiji,2013,37.1,105.6001544
1488,Finland,1990,,5.171190195
1489,Finland,1991,,6.370787129
1490,Finland,1992,,7.666908049
1491,Finland,1993,,9.664672185
1492,Finland,1994,,13.28153215
1493,Finland,1995,,20.34240794
1494,Finland,1996,,29.30153817
1495,Finland,1997,,42.06724499
1496,Finland,1998,,55.22721773
1497,Finland,1999,,63.37991163
1498,Finland,2000,37.25,72.03009689
1499,Finland,2001,43.11,80.48036651
1500,Finland,2002,62.43,86.85667387
1501,Finland,2003,69.22,91.05950591
1502,Finland,2004,72.39,95.40312987
1503,Finland,2005,74.48,100.450445
1504,Finland,2006,79.66,107.6347185
1505,Finland,2007,80.78,114.8847345
1506,Finland,2008,83.67,128.424569
1507,Finland,2009,82.49,144.0887946
1508,Finland,2010,86.89,156.3055115
1509,Finland,2011,88.71,165.89090090000002
1510,Finland,2012,89.88,172.3224293
1511,Finland,2013,91.51,171.571062
1512,France,1990,,0.49819067200000006
1513,France,1991,,0.656765549
1514,France,1992,,0.7616094959999999
1515,France,1993,,0.993573197
1516,France,1994,,1.527885256
1517,France,1995,,2.24533597
1518,France,1996,,4.230263986000001
1519,France,1997,,9.958005642
1520,France,1998,,19.11826072
1521,France,1999,,36.39293613
1522,France,2000,14.31,49.06407866
1523,France,2001,26.33,62.07543084
1524,France,2002,30.18,64.25770241
1525,France,2003,36.14,68.89744917
1526,France,2004,39.15,73.01991391
1527,France,2005,42.87,78.26189586
1528,France,2006,46.87,83.53432024
1529,France,2007,66.09,88.98459991
1530,France,2008,70.68,92.67718212
1531,France,2009,71.58,92.09659575
1532,France,2010,77.28,91.38732973
1533,France,2011,77.82,94.0767743
1534,France,2012,81.44,97.37775287
1535,France,2013,81.92,98.49547248
1536,French Polynesia,1990,,0.0
1537,French Polynesia,1991,,0.0
1538,French Polynesia,1992,,0.0
1539,French Polynesia,1993,,0.0
1540,French Polynesia,1994,,0.0
1541,French Polynesia,1995,,0.534386617
1542,French Polynesia,1996,,1.239955856
1543,French Polynesia,1997,,2.425648315
1544,French Polynesia,1998,,4.84280585
1545,French Polynesia,1999,,9.413365614
1546,French Polynesia,2000,6.36,16.81649787
1547,French Polynesia,2001,6.25,27.89336693
1548,French Polynesia,2002,8.2,21.32374547
1549,French Polynesia,2003,14.12,24.18160749
1550,French Polynesia,2004,17.88,38.12383097
1551,French Polynesia,2005,21.54,47.08024042
1552,French Polynesia,2006,25.11,58.97621939
1553,French Polynesia,2007,28.59,67.15560318
1554,French Polynesia,2008,33.87,71.19146977
1555,French Polynesia,2009,44.6,78.46706253
1556,French Polynesia,2010,49.0,80.53643706
1557,French Polynesia,2011,49.0,82.26223262
1558,French Polynesia,2012,52.88,82.53778112
1559,French Polynesia,2013,56.8,85.57567613
1560,Gabon,1990,,0.0
1561,Gabon,1991,,0.0
1562,Gabon,1992,,0.028032995
1563,Gabon,1993,,0.11700935800000001
1564,Gabon,1994,,0.245162295
1565,Gabon,1995,,0.370206862
1566,Gabon,1996,,0.613332035
1567,Gabon,1997,,0.8352294509999999
1568,Gabon,1998,,0.831015195
1569,Gabon,1999,,0.743444999
1570,Gabon,2000,1.22,9.791705935
1571,Gabon,2001,1.35,11.94934434
1572,Gabon,2002,1.94,21.72917519
1573,Gabon,2003,2.66,22.79947105
1574,Gabon,2004,2.98,36.32676997
1575,Gabon,2005,4.89,53.40403707
1576,Gabon,2006,5.49,63.55598776
1577,Gabon,2007,5.77,80.76618018
1578,Gabon,2008,6.21,87.6694296
1579,Gabon,2009,6.7,95.44779828
1580,Gabon,2010,7.23,103.45567659999999
1581,Gabon,2011,8.0,148.69362890000002
1582,Gabon,2012,8.62,179.4714108
1583,Gabon,2013,9.2,214.7500375
1584,Gambia,1990,,0.0
1585,Gambia,1991,,0.0
1586,Gambia,1992,,0.020823423
1587,Gambia,1993,,0.04532642
1588,Gambia,1994,,0.078334523
1589,Gambia,1995,,0.135304285
1590,Gambia,1996,,0.282499795
1591,Gambia,1997,,0.42005845700000005
1592,Gambia,1998,,0.435446069
1593,Gambia,1999,,0.444791613
1594,Gambia,2000,0.92,0.45570580299999996
1595,Gambia,2001,1.34,4.348732248
1596,Gambia,2002,1.8,7.653059272
1597,Gambia,2003,2.44,11.07116691
1598,Gambia,2004,3.31,12.57243519
1599,Gambia,2005,3.8,17.22725782
1600,Gambia,2006,5.24,27.27777463
1601,Gambia,2007,6.21,52.33214725
1602,Gambia,2008,6.88,73.90036908
1603,Gambia,2009,7.63,80.62692375
1604,Gambia,2010,9.2,87.9633354
1605,Gambia,2011,10.87,80.76025697
1606,Gambia,2012,12.45,85.20375721
1607,Gambia,2013,14.0,99.9766937
1608,Georgia,1990,,0.0
1609,Georgia,1991,,0.0
1610,Georgia,1992,,0.0
1611,Georgia,1993,,0.0
1612,Georgia,1994,,0.0
1613,Georgia,1995,,0.002960248
1614,Georgia,1996,,0.046091288
1615,Georgia,1997,,0.609447781
1616,Georgia,1998,,1.2340986390000002
1617,Georgia,1999,,2.7739817860000002
1618,Georgia,2000,0.48,4.105349723
1619,Georgia,2001,0.99,6.435462135
1620,Georgia,2002,1.59,10.8965115
1621,Georgia,2003,2.56,15.58014589
1622,Georgia,2004,3.89,18.61778229
1623,Georgia,2005,6.08,26.23972528
1624,Georgia,2006,7.53,38.32379074
1625,Georgia,2007,8.26,58.73630305
1626,Georgia,2008,10.01,62.43820399
1627,Georgia,2009,20.07,64.46125996
1628,Georgia,2010,26.9,90.64792691
1629,Georgia,2011,31.52,101.28292409999999
1630,Georgia,2012,36.94,107.80911200000001
1631,Georgia,2013,43.3,115.02510430000001
1632,Germany,1990,,0.338698748
1633,Germany,1991,,0.656885288
1634,Germany,1992,,1.190674527
1635,Germany,1993,,2.157949827
1636,Germany,1994,,3.0096519980000003
1637,Germany,1995,,4.479975831
1638,Germany,1996,,6.609990079
1639,Germany,1997,,9.912481627
1640,Germany,1998,,16.66213257
1641,Germany,1999,,28.08210875
1642,Germany,2000,30.22,57.71833398
1643,Germany,2001,31.65,67.14964818
1644,Germany,2002,48.82,70.65529898
1645,Germany,2003,55.9,77.33760059
1646,Germany,2004,64.73,85.06020667
1647,Germany,2005,68.71,94.55486999
1648,Germany,2006,72.16,102.2828888
1649,Germany,2007,75.16,115.1403608
1650,Germany,2008,78.0,126.5575074
1651,Germany,2009,79.0,126.22805770000001
1652,Germany,2010,82.0,106.4836959
1653,Germany,2011,81.27,109.65956750000001
1654,Germany,2012,82.35,111.5940398
1655,Germany,2013,84.17,120.92116509999998
1656,Ghana,1990,,0.0
1657,Ghana,1991,,0.0
1658,Ghana,1992,,0.002585366
1659,Ghana,1993,,0.010950971
1660,Ghana,1994,,0.020417058999999998
1661,Ghana,1995,,0.036990796
1662,Ghana,1996,,0.074354288
1663,Ghana,1997,,0.12446167
1664,Ghana,1998,,0.23236348699999998
1665,Ghana,1999,,0.38090105399999996
1666,Ghana,2000,0.15,0.690808845
1667,Ghana,2001,0.2,1.2636295370000001
1668,Ghana,2002,0.83,1.954760936
1669,Ghana,2003,1.19,3.918536618
1670,Ghana,2004,1.72,8.135148478
1671,Ghana,2005,1.83,13.44255251
1672,Ghana,2006,2.72,23.72559884
1673,Ghana,2007,3.85,33.75729429
1674,Ghana,2008,4.27,50.0664665
1675,Ghana,2009,5.44,63.77348397
1676,Ghana,2010,7.8,71.86671124
1677,Ghana,2011,9.0,85.27494343
1678,Ghana,2012,10.6,100.9932997
1679,Ghana,2013,12.3,108.1911482
1680,Greece,1990,,0.0
1681,Greece,1991,,0.0
1682,Greece,1992,,0.0
1683,Greece,1993,,0.458787633
1684,Greece,1994,,1.4471535009999998
1685,Greece,1995,,2.558141736
1686,Greece,1996,,4.944987939
1687,Greece,1997,,8.655453683
1688,Greece,1998,,18.78539526
1689,Greece,1999,,35.66038018
1690,Greece,2000,9.14,53.99532333
1691,Greece,2001,10.94,72.31264774
1692,Greece,2002,14.67,84.47267901
1693,Greece,2003,17.8,81.00455341
1694,Greece,2004,21.42,84.49551267
1695,Greece,2005,24.0,92.92454872
1696,Greece,2006,32.25,99.34233967
1697,Greece,2007,35.88,111.0964206
1698,Greece,2008,38.2,124.5083602
1699,Greece,2009,42.4,119.79558929999999
1700,Greece,2010,44.4,110.64551850000001
1701,Greece,2011,51.65,109.0787779
1702,Greece,2012,55.07,120.09630159999999
1703,Greece,2013,59.87,116.82064779999999
1704,Greenland,1990,,0.0
1705,Greenland,1991,,0.0
1706,Greenland,1992,,0.306155334
1707,Greenland,1993,,0.784313725
1708,Greenland,1994,,1.727072397
1709,Greenland,1995,,3.6768263180000003
1710,Greenland,1996,,7.382862874
1711,Greenland,1997,,11.59889756
1712,Greenland,1998,,15.90584114
1713,Greenland,1999,,24.12353476
1714,Greenland,2000,31.75,26.905685899999998
1715,Greenland,2001,35.46,28.19106449
1716,Greenland,2002,44.15,35.24250893
1717,Greenland,2003,54.53,52.43777762
1718,Greenland,2004,56.1,68.62221128
1719,Greenland,2005,57.7,81.61115306
1720,Greenland,2006,59.36,94.68599034
1721,Greenland,2007,61.07,116.86643079999999
1722,Greenland,2008,62.82,98.48434054
1723,Greenland,2009,62.83,94.51819901
1724,Greenland,2010,63.0,101.4200828
1725,Greenland,2011,64.0,103.73679940000001
1726,Greenland,2012,64.9,104.6982584
1727,Greenland,2013,65.8,105.98908519999999
1728,Grenada,1990,,0.155785888
1729,Grenada,1991,,0.152402675
1730,Grenada,1992,,0.186212076
1731,Grenada,1993,,0.28687107100000003
1732,Grenada,1994,,0.352102049
1733,Grenada,1995,,0.398990554
1734,Grenada,1996,,0.565498631
1735,Grenada,1997,,0.9651421509999999
1736,Grenada,1998,,1.3918777519999999
1737,Grenada,1999,,1.983418933
1738,Grenada,2000,4.06,4.2314505019999995
1739,Grenada,2001,5.13,6.29755815
1740,Grenada,2002,14.76,7.397721819
1741,Grenada,2003,18.65,41.31426506
1742,Grenada,2004,19.57,42.19278165
1743,Grenada,2005,20.49,45.51485658
1744,Grenada,2006,21.4,44.73465039999999
1745,Grenada,2007,22.29,49.60226285
1746,Grenada,2008,23.18,57.75122195
1747,Grenada,2009,24.05,109.710823
1748,Grenada,2010,27.0,116.4974159
1749,Grenada,2011,30.0,115.01893899999999
1750,Grenada,2012,32.0,123.159182
1751,Grenada,2013,35.0,125.59373729999999
1752,Guam,1990,,0.0
1753,Guam,1991,,0.649180475
1754,Guam,1992,,0.951746942
1755,Guam,1993,,1.363896438
1756,Guam,1994,,2.869627327
1757,Guam,1995,,3.410917685
1758,Guam,1996,,3.919357017
1759,Guam,1997,,3.774300427
1760,Guam,1998,,8.430142834
1761,Guam,1999,,12.99114653
1762,Guam,2000,16.11,17.51133086
1763,Guam,2001,25.38,20.84172436
1764,Guam,2002,31.19,44.83563447
1765,Guam,2003,33.72,50.56297244
1766,Guam,2004,36.16,61.94925218
1767,Guatemala,1990,,0.0032957159999999997
1768,Guatemala,1991,,0.013419628000000001
1769,Guatemala,1992,,0.02298958
1770,Guatemala,1993,,0.031366213999999996
1771,Guatemala,1994,,0.107232198
1772,Guatemala,1995,,0.300474937
1773,Guatemala,1996,,0.425086663
1774,Guatemala,1997,,0.614318049
1775,Guatemala,1998,,1.042410082
1776,Guatemala,1999,,3.087211532
1777,Guatemala,2000,0.71,7.647420611
1778,Guatemala,2001,1.74,9.987303754
1779,Guatemala,2002,3.39,13.40404656
1780,Guatemala,2003,4.55,16.86814086
1781,Guatemala,2004,5.1,25.61697311
1782,Guatemala,2005,5.7,35.57138428
1783,Guatemala,2006,6.5,55.2407726
1784,Guatemala,2007,7.3,89.33491997
1785,Guatemala,2008,8.3,109.52743079999999
1786,Guatemala,2009,9.3,123.72202340000001
1787,Guatemala,2010,10.5,125.9831555
1788,Guatemala,2011,12.3,132.4516485
1789,Guatemala,2012,16.0,137.81948490000002
1790,Guatemala,2013,19.7,140.393535
1791,Guinea,1990,,0.0
1792,Guinea,1991,,0.0
1793,Guinea,1992,,0.0
1794,Guinea,1993,,0.000588556
1795,Guinea,1994,,0.010806418
1796,Guinea,1995,,0.012121718
1797,Guinea,1996,,0.011736
1798,Guinea,1997,,0.034568886
1799,Guinea,1998,,0.255012846
1800,Guinea,1999,,0.29278293899999996
1801,Guinea,2000,0.1,0.48149306799999997
1802,Guinea,2001,0.18,0.625832387
1803,Guinea,2002,0.4,1.003476993
1804,Guinea,2003,0.45,1.211353347
1805,Guinea,2004,0.51,1.651452655
1806,Guinea,2005,0.54,1.973615991
1807,Guinea,2007,0.78,19.90650512
1808,Guinea,2008,0.92,26.66103586
1809,Guinea,2009,0.94,32.936074
1810,Guinea,2010,1.0,36.7781157
1811,Guinea,2011,1.3,43.54770359
1812,Guinea,2012,1.49,48.76925037
1813,Guinea,2013,1.6,63.31503903
1814,Guinea-Bissau,1990,,0.0
1815,Guinea-Bissau,1991,,0.0
1816,Guinea-Bissau,1992,,0.0
1817,Guinea-Bissau,1993,,0.0
1818,Guinea-Bissau,1994,,0.0
1819,Guinea-Bissau,1995,,0.0
1820,Guinea-Bissau,1996,,0.0
1821,Guinea-Bissau,1997,,0.0
1822,Guinea-Bissau,1998,,0.0
1823,Guinea-Bissau,1999,,0.0
1824,Guinea-Bissau,2000,0.23,0.0
1825,Guinea-Bissau,2001,0.3,0.0
1826,Guinea-Bissau,2002,1.02,0.0
1827,Guinea-Bissau,2003,1.35,0.093711482
1828,Guinea-Bissau,2004,1.81,2.836587237
1829,Guinea-Bissau,2005,1.9,6.952089848
1830,Guinea-Bissau,2006,2.06,10.83048396
1831,Guinea-Bissau,2007,2.21,19.95658668
1832,Guinea-Bissau,2008,2.35,32.9718113
1833,Guinea-Bissau,2009,2.3,36.13019495
1834,Guinea-Bissau,2010,2.45,42.69221945
1835,Guinea-Bissau,2011,2.67,45.10659833
1836,Guinea-Bissau,2012,2.89,63.0692167
1837,Guinea-Bissau,2013,3.1,74.09102511
1838,Guyana,1990,,0.0
1839,Guyana,1991,,0.0
1840,Guyana,1992,,0.11631959800000001
1841,Guyana,1993,,0.142124324
1842,Guyana,1994,,0.172352271
1843,Guyana,1995,,0.170709867
1844,Guyana,1996,,0.164189009
1845,Guyana,1997,,0.19072036399999998
1846,Guyana,1998,,0.19714559199999998
1847,Guyana,1999,,0.379868456
1848,Guyana,2000,6.61,5.35010766
1849,Guyana,2001,13.21,10.07413827
1850,Guyana,2002,,10.57779542
1851,Guyana,2003,,18.30583908
1852,Guyana,2004,,22.67765302
1853,Guyana,2005,,36.98152291
1854,Guyana,2006,,52.26250936
1855,Guyana,2007,13.8,69.9336844
1856,Guyana,2008,18.2,57.72160482
1857,Guyana,2009,23.9,62.54783594
1858,Guyana,2010,29.9,71.28590073
1859,Guyana,2011,31.0,66.85662336
1860,Guyana,2012,33.0,68.77901955
1861,Guyana,2013,35.0,69.41295352
1862,Haiti,1990,,0.0
1863,Haiti,1991,,0.0
1864,Haiti,1992,,0.0
1865,Haiti,1993,,0.0
1866,Haiti,1994,,0.0
1867,Haiti,1995,,0.0
1868,Haiti,1996,,0.0
1869,Haiti,1997,,0.0
1870,Haiti,1998,,0.120690009
1871,Haiti,1999,,0.296442489
1872,Haiti,2000,0.23,0.641157609
1873,Haiti,2001,0.34,1.049282205
1874,Haiti,2002,0.89,1.580200539
1875,Haiti,2003,1.65,3.5570459580000002
1876,Haiti,2004,5.4,4.3811931589999995
1877,Haiti,2005,6.38,5.401215155
1878,Haiti,2006,6.8,12.78140119
1879,Haiti,2007,7.2,26.27785531
1880,Haiti,2008,7.6,33.20103068
1881,Haiti,2009,8.1,37.35732558
1882,Haiti,2010,8.37,40.41873813
1883,Haiti,2011,9.0,41.86242333
1884,Haiti,2012,9.8,59.90841158
1885,Haiti,2013,10.6,69.39885695
1886,Honduras,1990,,0.0
1887,Honduras,1991,,0.0
1888,Honduras,1992,,0.0
1889,Honduras,1993,,0.0
1890,Honduras,1994,,0.0
1891,Honduras,1995,,0.0
1892,Honduras,1996,,0.040376411
1893,Honduras,1997,,0.24650081399999998
1894,Honduras,1998,,0.583530318
1895,Honduras,1999,,1.286770033
1896,Honduras,2000,1.2,2.490088703
1897,Honduras,2001,1.42,3.73334653
1898,Honduras,2002,2.6,5.026447085
1899,Honduras,2003,4.8,5.723479372999999
1900,Honduras,2004,5.6,10.4578002
1901,Honduras,2005,6.5,18.57507619
1902,Honduras,2006,7.8,31.84055311
1903,Honduras,2007,9.4,58.29729484
1904,Honduras,2008,9.6,84.81834019
1905,Honduras,2009,9.8,112.32838329999998
1906,Honduras,2010,11.09,124.71875829999999
1907,Honduras,2011,15.9,103.6720092
1908,Honduras,2012,18.12,92.87017414
1909,Honduras,2013,17.8,95.91916853
1910,Hong Kong,1990,,2.311204939
1911,Hong Kong,1991,,3.238869715
1912,Hong Kong,1992,,3.9472486630000003
1913,Hong Kong,1993,,4.872216207
1914,Hong Kong,1994,,8.020962705
1915,Hong Kong,1995,,12.99329905
1916,Hong Kong,1996,,21.70170873
1917,Hong Kong,1997,,34.67552508
1918,Hong Kong,1998,,48.15693696
1919,Hong Kong,1999,,63.49747283
1920,Hong Kong,2000,27.83,79.69431046
1921,Hong Kong,2001,38.67,83.80339232
1922,Hong Kong,2002,43.08,92.52968608
1923,Hong Kong,2003,52.2,106.40791440000001
1924,Hong Kong,2004,56.4,119.10290159999998
1925,Hong Kong,2005,56.9,123.8892854
1926,Hong Kong,2006,60.8,136.6602462
1927,Hong Kong,2007,64.8,155.0398371
1928,Hong Kong,2008,66.7,166.1936237
1929,Hong Kong,2009,69.4,179.7816019
1930,Hong Kong,2010,72.0,195.6692192
1931,Hong Kong,2011,72.2,215.50380980000003
1932,Hong Kong,2012,72.9,229.24462540000002
1933,Hong Kong,2013,74.2,237.3518775
1934,Hungary,1990,,0.025469277000000002
1935,Hungary,1991,,0.08174366200000001
1936,Hungary,1992,,0.22472515
1937,Hungary,1993,,0.441073865
1938,Hungary,1994,,1.380157809
1939,Hungary,1995,,2.559893292
1940,Hungary,1996,,4.57770369
1941,Hungary,1997,,6.844830397000001
1942,Hungary,1998,,10.40708506
1943,Hungary,1999,,15.87960141
1944,Hungary,2000,7.0,30.08846831
1945,Hungary,2001,14.53,48.7187786
1946,Hungary,2002,16.67,67.7194215
1947,Hungary,2003,21.63,78.33164715
1948,Hungary,2004,27.74,86.25517302
1949,Hungary,2005,38.97,92.31411681
1950,Hungary,2006,47.06,98.89553625
1951,Hungary,2007,53.3,109.6328855
1952,Hungary,2008,61.0,121.68119080000001
1953,Hungary,2009,62.0,117.5591879
1954,Hungary,2010,65.0,119.94271780000001
1955,Hungary,2011,68.02,116.9434928
1956,Hungary,2012,70.58,116.07055600000001
1957,Hungary,2013,72.64,116.42787240000001
1958,Iceland,1990,,3.928108935
1959,Iceland,1991,,5.007634418
1960,Iceland,1992,,5.868139056
1961,Iceland,1993,,6.634957295
1962,Iceland,1994,,8.246726037
1963,Iceland,1995,,11.54703239
1964,Iceland,1996,,17.32947288
1965,Iceland,1997,,23.96205251
1966,Iceland,1998,,37.8418394
1967,Iceland,1999,,62.00750065
1968,Iceland,2000,44.47,76.41724807
1969,Iceland,2001,49.39,87.35284592
1970,Iceland,2002,79.12,90.76740239
1971,Iceland,2003,83.14,96.46287833
1972,Iceland,2004,83.88,98.94191084
1973,Iceland,2005,87.0,95.40447185
1974,Iceland,2006,89.51,100.4087225
1975,Iceland,2007,90.6,106.9324528
1976,Iceland,2008,91.0,108.897393
1977,Iceland,2009,93.0,108.2570649
1978,Iceland,2010,93.39,107.2427541
1979,Iceland,2011,94.82,106.84144180000001
1980,Iceland,2012,96.21,108.05451299999999
1981,Iceland,2013,96.55,108.11112630000001
1982,India,1990,,0.0
1983,India,1991,,0.0
1984,India,1992,,0.0
1985,India,1993,,0.0
1986,India,1994,,0.0
1987,India,1995,,0.008022561999999999
1988,India,1996,,0.033701672
1989,India,1997,,0.089033266
1990,India,1998,,0.118621095
1991,India,1999,,0.18383258100000002
1992,India,2000,0.53,0.34320505100000004
1993,India,2001,0.66,0.617271781
1994,India,2002,1.54,1.207386542
1995,India,2003,1.69,3.080125045
1996,India,2004,1.98,4.701852372
1997,India,2005,2.39,7.997206759
1998,India,2006,2.81,14.52388234
1999,India,2007,3.95,20.1553755
2000,India,2008,4.38,29.53103968
2001,India,2009,5.12,44.12009108
2002,India,2010,7.5,62.39006487
2003,India,2011,10.07,73.19803895
2004,India,2012,12.58,69.92238977
2005,India,2013,15.1,70.78318167
2006,Indonesia,1990,,0.010130254
2007,Indonesia,1991,,0.013492763999999999
2008,Indonesia,1992,,0.019222694
2009,Indonesia,1993,,0.028421553999999998
2010,Indonesia,1994,,0.040831947
2011,Indonesia,1995,,0.108515907
2012,Indonesia,1996,,0.285399813
2013,Indonesia,1997,,0.457970991
2014,Indonesia,1998,,0.525057963
2015,Indonesia,1999,,1.078418633
2016,Indonesia,2000,0.93,1.756173957
2017,Indonesia,2001,2.02,3.076348345
2018,Indonesia,2002,2.13,5.440891607
2019,Indonesia,2003,2.39,8.478396795
2020,Indonesia,2004,2.6,13.70874711
2021,Indonesia,2005,3.6,20.89708826
2022,Indonesia,2006,4.76,28.01943927
2023,Indonesia,2007,5.79,40.43198063
2024,Indonesia,2008,7.92,60.01372486
2025,Indonesia,2009,6.92,68.9204184
2026,Indonesia,2010,10.92,87.79014493
2027,Indonesia,2011,12.28,102.46264959999999
2028,Indonesia,2012,14.52,114.218131
2029,Indonesia,2013,14.94,125.3581426
2030,Iran,1990,,0.0
2031,Iran,1991,,0.0
2032,Iran,1992,,0.0
2033,Iran,1993,,0.0
2034,Iran,1994,,0.015419914
2035,Iran,1995,,0.026298053999999998
2036,Iran,1996,,0.09760113
2037,Iran,1997,,0.38204721799999997
2038,Iran,1998,,0.612075354
2039,Iran,1999,,0.756224827
2040,Iran,2000,0.93,1.4604455109999999
2041,Iran,2001,1.48,3.12208672
2042,Iran,2002,4.63,3.365177521
2043,Iran,2003,6.93,5.033143273
2044,Iran,2004,7.49,7.319761151
2045,Iran,2005,8.1,12.13146655
2046,Iran,2006,8.76,21.67657012
2047,Iran,2007,9.47,41.45707252
2048,Iran,2008,12.02,59.17901883
2049,Iran,2009,13.8,71.4616386
2050,Iran,2010,15.9,72.58942289
2051,Iran,2011,19.0,74.30366228
2052,Iran,2012,22.73,76.09808684
2053,Iran,2013,29.95,84.24610052
2054,Iraq,1990,,0.0
2055,Iraq,1991,,0.0
2056,Iraq,1992,,0.0
2057,Iraq,1993,,0.0
2058,Iraq,1994,,0.0
2059,Iraq,1995,,0.0
2060,Iraq,1996,,0.0
2061,Iraq,1997,,0.0
2062,Iraq,1998,,0.0
2063,Iraq,1999,,0.0
2064,Iraq,2000,,0.0
2065,Iraq,2001,0.1,0.0
2066,Iraq,2002,0.5,0.079244744
2067,Iraq,2003,0.6,0.308171977
2068,Iraq,2004,0.9,2.151945659
2069,Iraq,2005,0.9,5.599581692999999
2070,Iraq,2006,0.95,33.30009751
2071,Iraq,2007,0.93,48.78540241
2072,Iraq,2008,1.0,59.56201784
2073,Iraq,2009,1.06,66.69344323
2074,Iraq,2010,2.5,75.13766061
2075,Iraq,2011,5.0,80.15512761
2076,Iraq,2012,7.1,81.62784646
2077,Iraq,2013,9.2,96.10477428
2078,Ireland,1990,,0.707977634
2079,Ireland,1991,,0.90457037
2080,Ireland,1992,,1.239692939
2081,Ireland,1993,,1.7134452169999999
2082,Ireland,1994,,2.453545736
2083,Ireland,1995,,4.37561861
2084,Ireland,1996,,7.932034067000001
2085,Ireland,1997,,14.850949599999998
2086,Ireland,1998,,25.52193159
2087,Ireland,1999,,44.70952009
2088,Ireland,2000,17.85,64.69946298
2089,Ireland,2001,23.14,76.82678973
2090,Ireland,2002,25.85,76.22193286
2091,Ireland,2003,34.31,87.26760636
