Entity,Code,Year,Mobile cellular subscriptions
Lesotho,LSO,1997,0.19426324
Lesotho,LSO,1998,0.539687716
Lesotho,LSO,1999,0.65231182
Lesotho,LSO,2000,1.163652036
Lesotho,LSO,2001,3.045685279
Lesotho,LSO,2002,7.316571262
Lesotho,LSO,2003,6.633286935
Lesotho,LSO,2004,10.26206811
Lesotho,LSO,2005,12.97020943
Lesotho,LSO,2006,18.44519698
Lesotho,LSO,2007,24.66811263
Lesotho,LSO,2008,30.07891192
Lesotho,LSO,2009,33.21820036
Lesotho,LSO,2010,49.15315236
Lesotho,LSO,2011,60.72157105
Lesotho,LSO,2012,75.30007872
Lesotho,LSO,2013,86.30152835
Liberia,LBR,1980,0
Liberia,LBR,1981,0
Liberia,LBR,1982,0
Liberia,LBR,1983,0
Liberia,LBR,1984,0
Liberia,LBR,1985,0
Liberia,LBR,1986,0
Liberia,LBR,1987,0
Liberia,LBR,1988,0
Liberia,LBR,1989,0
Liberia,LBR,1990,0
Liberia,LBR,1991,0
Liberia,LBR,1992,0
Liberia,LBR,1993,0
Liberia,LBR,1994,0
Liberia,LBR,1995,0
Liberia,LBR,1996,0
Liberia,LBR,1997,0
Liberia,LBR,1998,0
Liberia,LBR,1999,0
Liberia,LBR,2000,0.051867794
Liberia,LBR,2001,0.066694011
Liberia,LBR,2002,0.162830754
Liberia,LBR,2003,1.512376521
Liberia,LBR,2004,2.963283483
Liberia,LBR,2005,4.893286594
Liberia,LBR,2006,8.272298053
Liberia,LBR,2007,15.9839014
Liberia,LBR,2008,23.26963112
Liberia,LBR,2009,28.39406088
Liberia,LBR,2010,39.69964553
Liberia,LBR,2011,49.52909493
Liberia,LBR,2012,56.79362644
Liberia,LBR,2013,59.40217188
Libya,LBY,1980,0
Libya,LBY,1981,0
Libya,LBY,1982,0
Libya,LBY,1983,0
Libya,LBY,1984,0
Libya,LBY,1985,0
Libya,LBY,1986,0
Libya,LBY,1987,0
Libya,LBY,1988,0
Libya,LBY,1989,0
Libya,LBY,1990,0
Libya,LBY,1991,0
Libya,LBY,1992,0
Libya,LBY,1993,0
Libya,LBY,1994,0
Libya,LBY,1995,0
Libya,LBY,1996,0
Libya,LBY,1997,0.20307261
Libya,LBY,1998,0.399262164
Libya,LBY,1999,0.589050841
Libya,LBY,2000,0.772769907
Libya,LBY,2001,0.950809491
Libya,LBY,2002,1.310765939
Libya,LBY,2003,2.342044756
Libya,LBY,2004,9.07935355
Libya,LBY,2005,35.74971624
Libya,LBY,2006,69.06848267
Libya,LBY,2007,77.82628758
Libya,LBY,2008,125.5633801
Libya,LBY,2009,159.8519698
Libya,LBY,2010,180.4452926
Libya,LBY,2011,163.847587
Libya,LBY,2012,155.7690861
Libya,LBY,2013,165.0449946
Liechtenstein,LIE,1990,0
Liechtenstein,LIE,1998,23.27241133
Liechtenstein,LIE,1999,27.54315094
Liechtenstein,LIE,2000,30.21787085
Liechtenstein,LIE,2001,32.86034354
Liechtenstein,LIE,2002,33.712782
Liechtenstein,LIE,2003,73.22574031
Liechtenstein,LIE,2004,74.03106402
Liechtenstein,LIE,2005,79.16810593
Liechtenstein,LIE,2006,82.09146968
Liechtenstein,LIE,2007,90.66783732
Liechtenstein,LIE,2008,95.55393176
Liechtenstein,LIE,2009,97.62628657
Liechtenstein,LIE,2010,98.28349945
Liechtenstein,LIE,2011,101.5994284
Liechtenstein,LIE,2012,98.42863378
Liechtenstein,LIE,2013,104.0677048
Lithuania,LTU,1980,0
Lithuania,LTU,1981,0
Lithuania,LTU,1982,0
Lithuania,LTU,1983,0
Lithuania,LTU,1984,0
Lithuania,LTU,1985,0
Lithuania,LTU,1986,0
Lithuania,LTU,1987,0
Lithuania,LTU,1988,0
Lithuania,LTU,1989,0
Lithuania,LTU,1990,0
Lithuania,LTU,1991,0
Lithuania,LTU,1992,0.007237018
Lithuania,LTU,1993,0.033825344
Lithuania,LTU,1994,0.123604654
Lithuania,LTU,1995,0.407791561
Lithuania,LTU,1996,1.413556028
Lithuania,LTU,1997,4.614134791
Lithuania,LTU,1998,7.519752997
Lithuania,LTU,1999,9.402616646
Lithuania,LTU,2000,14.97807884
Lithuania,LTU,2001,29.40820126
Lithuania,LTU,2002,48.09591311
Lithuania,LTU,2003,62.22474478
Lithuania,LTU,2004,91.53684127
Lithuania,LTU,2005,132.4531715
Lithuania,LTU,2006,145.6770199
Lithuania,LTU,2007,153.9793573
Lithuania,LTU,2008,159.7881851
Lithuania,LTU,2009,159.9465566
Lithuania,LTU,2010,159.3953899
Lithuania,LTU,2011,162.221828
Lithuania,LTU,2012,165.055831
Lithuania,LTU,2013,151.3449586
Luxembourg,LUX,1980,0
Luxembourg,LUX,1981,0
Luxembourg,LUX,1982,0
Luxembourg,LUX,1983,0
Luxembourg,LUX,1984,0
Luxembourg,LUX,1985,0.01090251
Luxembourg,LUX,1986,0.079204698
Luxembourg,LUX,1987,0.101055831
Luxembourg,LUX,1988,0.144873303
Luxembourg,LUX,1989,0.176060533
Luxembourg,LUX,1990,0.215825454
Luxembourg,LUX,1991,0.294804301
Luxembourg,LUX,1992,0.286150081
Luxembourg,LUX,1993,1.280710464
Luxembourg,LUX,1994,3.204244164
Luxembourg,LUX,1995,6.575491484
Luxembourg,LUX,1996,10.8694602
Luxembourg,LUX,1997,16.0027049
Luxembourg,LUX,1998,30.64574459
Luxembourg,LUX,1999,48.5058015
Luxembourg,LUX,2000,69.54055275
Luxembourg,LUX,2001,92.94015273
Luxembourg,LUX,2002,106.6458636
Luxembourg,LUX,2003,120.5827345
Luxembourg,LUX,2004,104.0863873
Luxembourg,LUX,2005,111.3909232
Luxembourg,LUX,2006,152.9357005
Luxembourg,LUX,2007,143.7137566
Luxembourg,LUX,2008,145.0821859
Luxembourg,LUX,2009,144.5446442
Luxembourg,LUX,2010,143.1426406
Luxembourg,LUX,2011,148.1506658
Luxembourg,LUX,2012,145.3599468
Luxembourg,LUX,2013,148.6426713
Macao,MAC,1980,0
Macao,MAC,1981,0
Macao,MAC,1982,0
Macao,MAC,1983,0
Macao,MAC,1984,0
Macao,MAC,1985,0
Macao,MAC,1986,0
Macao,MAC,1987,0
Macao,MAC,1988,0
Macao,MAC,1989,0.389132974
Macao,MAC,1990,0.620456725
Macao,MAC,1991,1.31182947
Macao,MAC,1992,2.782696619
Macao,MAC,1993,3.930750232
Macao,MAC,1994,5.473693346
Macao,MAC,1995,9.004941537
Macao,MAC,1996,11.05246144
Macao,MAC,1997,12.82549129
Macao,MAC,1998,19.60650414
Macao,MAC,1999,27.75920912
Macao,MAC,2000,32.65795646
Macao,MAC,2001,44.3925767
Macao,MAC,2002,62.17223911
Macao,MAC,2003,80.76816408
Macao,MAC,2004,94.3097906
Macao,MAC,2005,113.800948
Macao,MAC,2006,132.6253418
Macao,MAC,2007,161.052988
Macao,MAC,2008,183.7526205
Macao,MAC,2009,198.8777206
Macao,MAC,2010,209.9151556
Macao,MAC,2011,247.7116047
Macao,MAC,2012,289.7820156
Macao,MAC,2013,304.0821011
Macedonia,MKD,1980,0
Macedonia,MKD,1981,0
Macedonia,MKD,1982,0
Macedonia,MKD,1983,0
Macedonia,MKD,1984,0
Macedonia,MKD,1985,0
Macedonia,MKD,1986,0
Macedonia,MKD,1987,0
Macedonia,MKD,1988,0
Macedonia,MKD,1989,0
Macedonia,MKD,1990,0
Macedonia,MKD,1991,0
Macedonia,MKD,1992,0
Macedonia,MKD,1993,0
Macedonia,MKD,1994,0
Macedonia,MKD,1995,0
Macedonia,MKD,1996,0.053564006
Macedonia,MKD,1997,0.620679856
Macedonia,MKD,1998,1.494548007
Macedonia,MKD,1999,2.395345854
Macedonia,MKD,2000,5.640386155
Macedonia,MKD,2001,10.81183556
Macedonia,MKD,2002,17.61178072
Macedonia,MKD,2003,37.29216586
Macedonia,MKD,2004,47.25448381
Macedonia,MKD,2005,54.11398038
Macedonia,MKD,2006,60.36108494
Macedonia,MKD,2007,85.5869447
Macedonia,MKD,2008,93.74690592
Macedonia,MKD,2009,92.50951414
Macedonia,MKD,2010,102.4359533
Macedonia,MKD,2011,105.1967071
Macedonia,MKD,2012,106.1686238
Macedonia,MKD,2013,106.1738133
Madagascar,MDG,1980,0
Madagascar,MDG,1981,0
Madagascar,MDG,1982,0
Madagascar,MDG,1983,0
Madagascar,MDG,1984,0
Madagascar,MDG,1985,0
Madagascar,MDG,1986,0
Madagascar,MDG,1987,0
Madagascar,MDG,1988,0
Madagascar,MDG,1989,0
Madagascar,MDG,1990,0
Madagascar,MDG,1991,0
Madagascar,MDG,1992,0
Madagascar,MDG,1993,0
Madagascar,MDG,1994,0.002300657
Madagascar,MDG,1995,0.009663613
Madagascar,MDG,1996,0.016567447
Madagascar,MDG,1997,0.028612824
Madagascar,MDG,1998,0.08643535
Madagascar,MDG,1999,0.234242473
Madagascar,MDG,2000,0.40072885
Madagascar,MDG,2001,0.908488031
Madagascar,MDG,2002,0.974006438
Madagascar,MDG,2003,1.644891137
Madagascar,MDG,2004,1.879643651
Madagascar,MDG,2005,2.789819618
Madagascar,MDG,2006,5.555513652
Madagascar,MDG,2007,11.44808924
Madagascar,MDG,2008,24.26502318
Madagascar,MDG,2009,30.65911646
Madagascar,MDG,2010,36.5839289
Madagascar,MDG,2011,40.04243013
Madagascar,MDG,2012,39.37666576
Madagascar,MDG,2013,36.90806976
Malawi,MWI,1980,0
Malawi,MWI,1981,0
Malawi,MWI,1982,0
Malawi,MWI,1983,0
Malawi,MWI,1984,0
Malawi,MWI,1985,0
Malawi,MWI,1986,0
Malawi,MWI,1987,0
Malawi,MWI,1988,0
Malawi,MWI,1989,0
Malawi,MWI,1990,0
Malawi,MWI,1991,0
Malawi,MWI,1992,0
Malawi,MWI,1993,0
Malawi,MWI,1994,0
Malawi,MWI,1995,0.003833777
Malawi,MWI,1996,0.0364413
Malawi,MWI,1997,0.06728014
Malawi,MWI,1998,0.09812919
Malawi,MWI,1999,0.20430944
Malawi,MWI,2000,0.432804993
Malawi,MWI,2001,0.479473493
Malawi,MWI,2002,0.721460565
Malawi,MWI,2003,1.103986285
Malawi,MWI,2004,1.767311574
Malawi,MWI,2005,3.258578544
Malawi,MWI,2006,4.660239481
Malawi,MWI,2007,7.662757357
Malawi,MWI,2008,10.66389819
Malawi,MWI,2009,17.05611988
Malawi,MWI,2010,20.763471
Malawi,MWI,2011,25.56405677
Malawi,MWI,2012,29.2138369
Malawi,MWI,2013,32.33015944
Malaysia,MYS,1980,0
Malaysia,MYS,1981,0
Malaysia,MYS,1982,0
Malaysia,MYS,1983,0
Malaysia,MYS,1984,0
Malaysia,MYS,1986,0.066682008
Malaysia,MYS,1987,0.104235639
Malaysia,MYS,1988,0.158713808
Malaysia,MYS,1989,0.222617369
Malaysia,MYS,1990,0.475644054
Malaysia,MYS,1991,0.694816981
Malaysia,MYS,1992,1.044372977
Malaysia,MYS,1993,1.725876473
Malaysia,MYS,1994,2.829380142
Malaysia,MYS,1995,4.849446866
Malaysia,MYS,1996,7.15113869
Malaysia,MYS,1997,9.171856982
Malaysia,MYS,1998,9.841173744
Malaysia,MYS,1999,13.05902224
Malaysia,MYS,2000,21.86841916
Malaysia,MYS,2001,30.86633635
Malaysia,MYS,2002,37.08149429
Malaysia,MYS,2003,44.69147335
Malaysia,MYS,2004,57.60279414
Malaysia,MYS,2005,75.62840062
Malaysia,MYS,2006,73.93037394
Malaysia,MYS,2007,87.07077496
Malaysia,MYS,2008,101.5040904
Malaysia,MYS,2009,108.4694083
Malaysia,MYS,2010,119.7442976
Malaysia,MYS,2011,127.477801
Malaysia,MYS,2012,141.3296962
Malaysia,MYS,2013,144.6850309
Maldives,MDV,1980,0
Maldives,MDV,1981,0
Maldives,MDV,1982,0
Maldives,MDV,1983,0
Maldives,MDV,1984,0
Maldives,MDV,1985,0
Maldives,MDV,1986,0
Maldives,MDV,1987,0
Maldives,MDV,1988,0
Maldives,MDV,1989,0
Maldives,MDV,1990,0
Maldives,MDV,1991,0
Maldives,MDV,1992,0
Maldives,MDV,1993,0
Maldives,MDV,1994,0
Maldives,MDV,1995,0
Maldives,MDV,1996,0.007978967
Maldives,MDV,1997,0.503224145
Maldives,MDV,1998,0.613040275
Maldives,MDV,1999,1.094011725
Maldives,MDV,2000,2.800417973
Maldives,MDV,2001,6.800683884
Maldives,MDV,2002,14.81875767
Maldives,MDV,2003,23.11105239
Maldives,MDV,2004,38.71591939
Maldives,MDV,2005,68.42621717
Maldives,MDV,2006,89.50813176
Maldives,MDV,2007,101.719445
Maldives,MDV,2008,138.8041154
Maldives,MDV,2009,143.2052806
Maldives,MDV,2010,151.783883
Maldives,MDV,2011,159.7911219
Maldives,MDV,2012,165.6257202
Maldives,MDV,2013,181.1940074
Mali,MLI,1980,0
Mali,MLI,1981,0
Mali,MLI,1982,0
Mali,MLI,1983,0
Mali,MLI,1984,0
Mali,MLI,1985,0
Mali,MLI,1986,0
Mali,MLI,1987,0
Mali,MLI,1988,0
Mali,MLI,1989,0
Mali,MLI,1990,0
Mali,MLI,1991,0
Mali,MLI,1992,0
Mali,MLI,1993,0
Mali,MLI,1994,0
Mali,MLI,1995,0
Mali,MLI,1996,0.012871175
Mali,MLI,1997,0.030035121
Mali,MLI,1998,0.046054694
Mali,MLI,1999,0.064015263
Mali,MLI,2000,0.10133933
Mali,MLI,2001,0.227184768
Mali,MLI,2002,0.422451786
Mali,MLI,2003,2.203465197
Mali,MLI,2004,3.51562473
Mali,MLI,2005,6.381119979
Mali,MLI,2006,12.27489738
Mali,MLI,2007,19.8881407
Mali,MLI,2008,26.17209427
Mali,MLI,2009,32.89656779
Mali,MLI,2010,53.19893999
Mali,MLI,2011,75.06504419
Mali,MLI,2012,98.37926527
Mali,MLI,2013,129.0669372
Malta,MLT,1980,0
Malta,MLT,1981,0
Malta,MLT,1982,0
Malta,MLT,1983,0
Malta,MLT,1984,0
Malta,MLT,1985,0
Malta,MLT,1986,0
Malta,MLT,1987,0
Malta,MLT,1988,0
Malta,MLT,1989,0
Malta,MLT,1990,0
Malta,MLT,1991,0.600709786
Malta,MLT,1992,0.911762254
Malta,MLT,1993,1.365578155
Malta,MLT,1994,1.912899318
Malta,MLT,1995,2.727651884
Malta,MLT,1996,3.135205093
Malta,MLT,1997,4.407620841
Malta,MLT,1998,5.581290502
Malta,MLT,1999,9.253024283
Malta,MLT,2000,28.08241867
Malta,MLT,2001,58.52032186
Malta,MLT,2002,67.44548628
Malta,MLT,2003,70.42230263
Malta,MLT,2004,74.0777404
Malta,MLT,2005,78.11509185
Malta,MLT,2006,83.24155512
Malta,MLT,2007,88.03028855
Malta,MLT,2008,91.64440727
Malta,MLT,2009,99.81341872
Malta,MLT,2010,107.2611822
Malta,MLT,2011,122.3737909
Malta,MLT,2012,124.4209424
Malta,MLT,2013,129.7545011
Marshall Islands,MHL,1980,0
Marshall Islands,MHL,1981,0
Marshall Islands,MHL,1982,0
Marshall Islands,MHL,1983,0
Marshall Islands,MHL,1984,0
Marshall Islands,MHL,1985,0
Marshall Islands,MHL,1986,0
Marshall Islands,MHL,1987,0
Marshall Islands,MHL,1988,0
Marshall Islands,MHL,1989,0
Marshall Islands,MHL,1990,0
Marshall Islands,MHL,1991,0
Marshall Islands,MHL,1992,0
Marshall Islands,MHL,1993,0
Marshall Islands,MHL,1994,0.553611325
Marshall Islands,MHL,1995,0.51744414
Marshall Islands,MHL,1996,0.71015818
Marshall Islands,MHL,1997,0.901406271
Marshall Islands,MHL,1998,0.664458226
Marshall Islands,MHL,1999,0.850679776
Marshall Islands,MHL,2000,0.856962098
Marshall Islands,MHL,2001,0.937068833
Marshall Islands,MHL,2002,1.05826192
Marshall Islands,MHL,2003,1.147462343
Marshall Islands,MHL,2004,1.236701617
Marshall Islands,MHL,2005,1.267816666
Mauritania,MRT,1980,0
Mauritania,MRT,1981,0
Mauritania,MRT,1982,0
Mauritania,MRT,1983,0
Mauritania,MRT,1984,0
Mauritania,MRT,1985,0
Mauritania,MRT,1986,0
Mauritania,MRT,1987,0
Mauritania,MRT,1988,0
Mauritania,MRT,1989,0
Mauritania,MRT,1990,0
Mauritania,MRT,1991,0
Mauritania,MRT,1992,0
Mauritania,MRT,1993,0
Mauritania,MRT,1994,0
Mauritania,MRT,1995,0
Mauritania,MRT,1996,0
Mauritania,MRT,1997,0
Mauritania,MRT,1998,0
Mauritania,MRT,1999,0
Mauritania,MRT,2000,0.564972795
Mauritania,MRT,2001,3.957257336
Mauritania,MRT,2002,8.592317244
Mauritania,MRT,2003,11.83389774
Mauritania,MRT,2004,17.0974578
Mauritania,MRT,2005,23.69917779
Mauritania,MRT,2006,32.74292687
Mauritania,MRT,2007,42.46099968
Mauritania,MRT,2008,61.11751406
Mauritania,MRT,2009,62.06488083
Mauritania,MRT,2010,76.9112489
Mauritania,MRT,2011,89.52144655
Mauritania,MRT,2012,106.0413193
Mauritania,MRT,2013,102.5274559
Mauritius,MUS,1980,0
Mauritius,MUS,1981,0
Mauritius,MUS,1982,0
Mauritius,MUS,1983,0
Mauritius,MUS,1984,0
Mauritius,MUS,1985,0
Mauritius,MUS,1986,0
Mauritius,MUS,1987,0
Mauritius,MUS,1988,0
Mauritius,MUS,1989,0
Mauritius,MUS,1990,0.20835997
Mauritius,MUS,1991,0.233992787
Mauritius,MUS,1992,0.268913275
Mauritius,MUS,1993,0.36751084
Mauritius,MUS,1994,0.512193086
Mauritius,MUS,1995,1.039713789
Mauritius,MUS,1996,1.824826146
Mauritius,MUS,1997,3.681905532
Mauritius,MUS,1998,5.183908342
Mauritius,MUS,1999,8.68191259
Mauritius,MUS,2000,15.1880406
Mauritius,MUS,2001,22.83991451
Mauritius,MUS,2002,28.9858312
Mauritius,MUS,2003,38.40059593
Mauritius,MUS,2004,45.31863157
Mauritius,MUS,2005,54.16012507
Mauritius,MUS,2006,63.49227878
Mauritius,MUS,2007,76.11805478
Mauritius,MUS,2008,84.46575593
Mauritius,MUS,2009,88.58099786
Mauritius,MUS,2010,96.7692919
Mauritius,MUS,2011,104.7930618
Mauritius,MUS,2012,119.8654035
Mauritius,MUS,2013,123.2398186
Mexico,MEX,1980,0
Mexico,MEX,1981,0
Mexico,MEX,1982,0
Mexico,MEX,1983,0
Mexico,MEX,1984,0
Mexico,MEX,1985,0
Mexico,MEX,1986,0
Mexico,MEX,1987,0
Mexico,MEX,1988,0.001815204
Mexico,MEX,1989,0.010079818
Mexico,MEX,1990,0.074266061
Mexico,MEX,1991,0.183067275
Mexico,MEX,1992,0.348322481
Mexico,MEX,1993,0.421293924
Mexico,MEX,1994,0.608553991
Mexico,MEX,1995,0.721767371
Mexico,MEX,1996,1.051320868
Mexico,MEX,1997,1.758956617
Mexico,MEX,1998,3.326889843
Mexico,MEX,1999,7.556565917
Mexico,MEX,2000,13.55289414
Mexico,MEX,2001,20.65462731
Mexico,MEX,2002,24.29476815
Mexico,MEX,2003,27.85371761
Mexico,MEX,2004,35.15321825
Mexico,MEX,2005,42.56115672
Mexico,MEX,2006,49.40875353
Mexico,MEX,2007,58.62729509
Mexico,MEX,2008,65.49948112
Mexico,MEX,2009,71.45817512
Mexico,MEX,2010,77.51826326
Mexico,MEX,2011,79.24118294
Mexico,MEX,2012,83.35070827
Mexico,MEX,2013,85.83640136
Micronesia (country),FSM,1980,0
Micronesia (country),FSM,1981,0
Micronesia (country),FSM,1982,0
Micronesia (country),FSM,1983,0
Micronesia (country),FSM,1984,0
Micronesia (country),FSM,1985,0
Micronesia (country),FSM,1986,0
Micronesia (country),FSM,1987,0
Micronesia (country),FSM,1988,0
Micronesia (country),FSM,1989,0
Micronesia (country),FSM,1990,0
Micronesia (country),FSM,1991,0
Micronesia (country),FSM,1992,0
Micronesia (country),FSM,1993,0
Micronesia (country),FSM,1994,0
Micronesia (country),FSM,1995,0
Micronesia (country),FSM,1996,0
Micronesia (country),FSM,1997,0
Micronesia (country),FSM,1998,0
Micronesia (country),FSM,1999,0
Micronesia (country),FSM,2000,0
Micronesia (country),FSM,2001,0
Micronesia (country),FSM,2002,0.093472795
Micronesia (country),FSM,2003,5.494495207
Micronesia (country),FSM,2004,11.99343186
Micronesia (country),FSM,2005,13.27143637
Micronesia (country),FSM,2006,17.61444278
Micronesia (country),FSM,2007,26.10540739
Micronesia (country),FSM,2008,26.31629313
Micronesia (country),FSM,2009,26.4466307
Micronesia (country),FSM,2010,26.55690559
Micronesia (country),FSM,2011,26.68626238
Micronesia (country),FSM,2012,30.18811355
Micronesia (country),FSM,2013,30.31704797
Moldova,MDA,1980,0
Moldova,MDA,1981,0
Moldova,MDA,1982,0
Moldova,MDA,1983,0
Moldova,MDA,1984,0
Moldova,MDA,1985,0
Moldova,MDA,1986,0
Moldova,MDA,1987,0
Moldova,MDA,1988,0
Moldova,MDA,1989,0
Moldova,MDA,1990,0
Moldova,MDA,1991,0
Moldova,MDA,1992,0
Moldova,MDA,1993,0
Moldova,MDA,1994,0
Moldova,MDA,1995,0.000322649
Moldova,MDA,1996,0.02135537
Moldova,MDA,1997,0.051537046
Moldova,MDA,1998,0.165808961
Moldova,MDA,1999,0.431908228
Moldova,MDA,2000,3.384313924
Moldova,MDA,2001,5.56850887
Moldova,MDA,2002,8.521582045
Moldova,MDA,2003,12.21462166
Moldova,MDA,2004,20.55923738
Moldova,MDA,2005,28.92959183
Moldova,MDA,2006,36.55327717
Moldova,MDA,2007,51.2664194
Moldova,MDA,2008,66.64125769
Moldova,MDA,2009,59.27754616
Moldova,MDA,2010,71.38468703
Moldova,MDA,2011,90.80797013
Moldova,MDA,2012,101.9890274
Moldova,MDA,2013,106.0114063
Monaco,MCO,1980,0
Monaco,MCO,1981,0
Monaco,MCO,1982,0
Monaco,MCO,1983,0
Monaco,MCO,1984,0
Monaco,MCO,1985,0
Monaco,MCO,1986,0
Monaco,MCO,1987,0
Monaco,MCO,1988,0
Monaco,MCO,1989,0
Monaco,MCO,1990,0
Monaco,MCO,1991,0
Monaco,MCO,1992,0
Monaco,MCO,1993,3.815780742
Monaco,MCO,1994,8.41139927
Monaco,MCO,1995,9.788273616
Monaco,MCO,1996,17.43566562
Monaco,MCO,1997,23.04589975
Monaco,MCO,1998,36.40574928
Monaco,MCO,1999,41.1385438
Monaco,MCO,2000,43.4119884
Monaco,MCO,2001,44.18834579
Monaco,MCO,2002,45.55171041
Monaco,MCO,2003,45.74435817
Monaco,MCO,2004,47.23205182
Monaco,MCO,2005,50.8489115
Monaco,MCO,2006,53.26602462
Monaco,MCO,2007,58.26407334
Monaco,MCO,2008,61.64882587
Monaco,MCO,2009,63.33645426
Monaco,MCO,2010,63.54729271
Monaco,MCO,2011,85.3144038
Monaco,MCO,2012,88.3339099
Monaco,MCO,2013,93.74322645
Mongolia,MNG,1980,0
Mongolia,MNG,1981,0
Mongolia,MNG,1982,0
Mongolia,MNG,1983,0
Mongolia,MNG,1984,0
Mongolia,MNG,1985,0
Mongolia,MNG,1986,0
Mongolia,MNG,1987,0
Mongolia,MNG,1988,0
Mongolia,MNG,1989,0
Mongolia,MNG,1990,0
Mongolia,MNG,1991,0
Mongolia,MNG,1992,0
Mongolia,MNG,1993,0
Mongolia,MNG,1994,0
Mongolia,MNG,1995,0
Mongolia,MNG,1996,0.038850072
Mongolia,MNG,1997,0.085626592
Mongolia,MNG,1998,0.383423798
Mongolia,MNG,1999,1.454509033
Mongolia,MNG,2000,6.448456354
Mongolia,MNG,2001,8.058953518
Mongolia,MNG,2002,8.840752266
Mongolia,MNG,2003,12.92233031
Mongolia,MNG,2004,17.1735741
Mongolia,MNG,2005,22.05448482
Mongolia,MNG,2006,30.27549174
Mongolia,MNG,2007,46.03282072
Mongolia,MNG,2008,66.96882523
Mongolia,MNG,2009,84.16299837
Mongolia,MNG,2010,92.54376943
Mongolia,MNG,2011,106.8296923
Mongolia,MNG,2012,120.6945936
Mongolia,MNG,2013,124.1841263
Montenegro,MNE,2004,78.70336929
Montenegro,MNE,2005,88.21084083
Montenegro,MNE,2006,104.3490032
Montenegro,MNE,2007,145.678213
Montenegro,MNE,2008,187.1872419
Montenegro,MNE,2009,208.9361132
Montenegro,MNE,2010,188.6859395
Montenegro,MNE,2011,186.7595594
Montenegro,MNE,2012,159.539416
Montenegro,MNE,2013,159.9499825
Morocco,MAR,1980,0
Morocco,MAR,1981,0
Morocco,MAR,1982,0
Morocco,MAR,1983,0
Morocco,MAR,1984,0
Morocco,MAR,1985,0
Morocco,MAR,1986,0
Morocco,MAR,1987,0.000257953
Morocco,MAR,1988,0.000442292
Morocco,MAR,1989,0.002891162
Morocco,MAR,1990,0.003663631
Morocco,MAR,1991,0.005969421
Morocco,MAR,1992,0.012581316
Morocco,MAR,1993,0.025865041
Morocco,MAR,1994,0.05220786
Morocco,MAR,1995,0.109979867
Morocco,MAR,1996,0.157659667
Morocco,MAR,1997,0.269510477
Morocco,MAR,1998,0.416387264
Morocco,MAR,1999,1.30109029
Morocco,MAR,2000,8.157401485
Morocco,MAR,2001,16.44227749
Morocco,MAR,2002,21.14761119
Morocco,MAR,2003,24.87540363
Morocco,MAR,2004,31.27322579
Morocco,MAR,2005,41.13733424
Morocco,MAR,2006,52.6556339
Morocco,MAR,2007,65.31204171
Morocco,MAR,2008,73.70564595
Morocco,MAR,2009,80.92564452
Morocco,MAR,2010,101.074253
Morocco,MAR,2011,114.019338
Morocco,MAR,2012,119.9722162
Morocco,MAR,2013,128.5252097
Mozambique,MOZ,1980,0
Mozambique,MOZ,1981,0
Mozambique,MOZ,1982,0
Mozambique,MOZ,1983,0
Mozambique,MOZ,1984,0
Mozambique,MOZ,1985,0
Mozambique,MOZ,1986,0
Mozambique,MOZ,1987,0
Mozambique,MOZ,1988,0
Mozambique,MOZ,1989,0
Mozambique,MOZ,1990,0
Mozambique,MOZ,1991,0
Mozambique,MOZ,1992,0
Mozambique,MOZ,1993,0
Mozambique,MOZ,1994,0
Mozambique,MOZ,1995,0
Mozambique,MOZ,1996,0
Mozambique,MOZ,1997,0.014780106
Mozambique,MOZ,1998,0.038759156
Mozambique,MOZ,1999,0.068788234
Mozambique,MOZ,2000,0.279415996
Mozambique,MOZ,2001,0.812595994
Mozambique,MOZ,2002,1.318635599
Mozambique,MOZ,2003,2.192657947
Mozambique,MOZ,2004,3.463995267
Mozambique,MOZ,2005,7.158096552
Mozambique,MOZ,2006,10.83653425
Mozambique,MOZ,2007,13.89078923
Mozambique,MOZ,2008,19.3520095
Mozambique,MOZ,2009,25.55872869
Mozambique,MOZ,2010,30.14184555
Mozambique,MOZ,2011,31.95650185
Mozambique,MOZ,2012,34.93571402
Mozambique,MOZ,2013,48.00421557
Myanmar,MMR,1980,0
Myanmar,MMR,1981,0
Myanmar,MMR,1982,0
Myanmar,MMR,1983,0
Myanmar,MMR,1984,0
Myanmar,MMR,1985,0
Myanmar,MMR,1986,0
Myanmar,MMR,1987,0
Myanmar,MMR,1988,0
Myanmar,MMR,1989,0
Myanmar,MMR,1990,0
Myanmar,MMR,1991,0
Myanmar,MMR,1992,0
Myanmar,MMR,1993,0.001459615
Myanmar,MMR,1994,0.004296639
Myanmar,MMR,1995,0.006101938
Myanmar,MMR,1996,0.015785413
Myanmar,MMR,1997,0.018198005
Myanmar,MMR,1998,0.017996161
Myanmar,MMR,1999,0.023763903
Myanmar,MMR,2000,0.027649475
Myanmar,MMR,2001,0.04636746
Myanmar,MMR,2002,0.097403007
Myanmar,MMR,2003,0.134168659
Myanmar,MMR,2004,0.18536679
Myanmar,MMR,2005,0.256471471
Myanmar,MMR,2006,0.424185551
Myanmar,MMR,2007,0.487204548
Myanmar,MMR,2008,0.717919003
Myanmar,MMR,2009,0.974001217
Myanmar,MMR,2010,1.143820373
Myanmar,MMR,2011,2.375550859
Myanmar,MMR,2012,7.064027247
Myanmar,MMR,2013,12.82858801
